"","id","coral","algae","turf","soft","cca","simpD","shanH","acro","comp1","comp2","f.biomass","f.biomassT","f.N","f.richness","N.herb","N.carn","FshanH","FsimpD","FsimpD2","fcomp1","fcomp2","Complexity","lat","long","Data","Marine.Park","SectorRegion","Reef","Site","Transect","Zone","Year"
"342","Site365 Slope 3 2018",43,21,12,2,19,0.697674418604651,1.3480828777108,0.116279069767442,-0.627576223553876,0.95611216963469,52563.2120706695,94916.7100918519,550,50,134,60,1.35452970562436,0.595517355371901,0.560978512396694,-3.58809933100075,-0.363024133192091,3,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site365","3","Slope",2018
"343","Site365 Crest 1 2018",57,0,3,1,31,0.577408433364112,1.02952048112918,0.31578947368421,0.694174763878998,1.98574459489245,29478.7336512594,65553.3942473002,837,32,385,42,1.41523087427844,0.67893669288821,0.566436710730849,-3.71353594933661,3.2959194021512,2,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site365","1","Crest",2018
"344","Site365 Crest 2 2018",42,0,5,0,48,0.565759637188209,0.946115322179509,0.476190476190476,1.40656201088832,1.61637756974167,31984.561920953,53524.9093488799,762,33,305,66,1.47706137076399,0.70927452966017,0.612537113963117,-3.44422429348274,3.23357530722849,2,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site365","2","Crest",2018
"345","Site365 Crest 3 2018",52,0,4,0,41,0.476331360946746,0.894243631659122,0.192307692307692,0.531261891564925,2.2520794219519,35784.5924488937,50607.0425810058,670,30,134,59,1.43177232592174,0.632675428826019,0.572969480953442,-3.68013565700919,1.99883013573273,2,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site365","3","Crest",2018
"346","Site366 Slope 1 2018",3,44,25,3,25,0.666666666666667,1.09861228866811,0.333333333333333,0.038642144801057,-1.39656885643494,307624.886781517,442205.11687694,286,38,48,101,1.36878928516128,0.663210914959167,0.617658565211013,-2.42803117079914,-1.70714352607121,2.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site366","1","Slope",2018
"347","Site366 Slope 2 2018",8,48,19,2,20,0.21875,0.376770161256437,0,-1.59111586424751,-1.23914515611433,39732.9916165727,80710.5435845278,308,38,81,111,1.66608173836275,0.761637712936414,0.6591119919042,-2.64425247431734,0.171681785584465,2.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site366","2","Slope",2018
"348","Site366 Slope 3 2018",4,44,33,0,14,0.375,0.562335144618808,0.25,-0.471476461868743,-0.450978761737872,75326.5351015371,114115.949015173,275,41,87,43,1.60448850481983,0.689533884297521,0.608714049586777,-2.67480734206919,-1.16127477046501,2,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site366","3","Slope",2018
"349","Site366 Crest 1 2018",19,7,7,0,67,0.692520775623269,1.3653689861333,0.157894736842105,-0.292497703643889,1.18398922743314,14956.6745857763,60784.6474795828,664,37,209,44,1.104355270381,0.563670344026709,0.53795452895921,-1.88920099306802,2.03489278563646,2.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site366","1","Crest",2018
"350","Site366 Crest 2 2018",23,7,12,1,50,0.684310018903592,1.30104206732884,0.347826086956522,0.483473275782502,0.28107762634447,11508.7165128989,47889.5328701537,426,28,167,46,1.27790914024853,0.643313716414292,0.602713306442725,-0.977218400974325,1.37735408217031,3,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site366","2","Crest",2018
"351","Site366 Crest 3 2018",27,12,11,0,44,0.737997256515775,1.43511134822738,0.259259259259259,-0.563177154720429,0.336573792734947,14596.6398939221,78223.6008498297,578,30,275,27,1.17737926961068,0.613085331832713,0.539151830078663,-1.20640569092377,2.83109051360188,2,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site366","3","Crest",2018
"352","Site367 Slope 1 2018",10,6,70,0,8,0.46,0.801818552543337,0,-2.29497613433782,-1.35852674235245,25824.1045254539,34032.3178167996,142,36,50,28,1.88213791221669,0.81243800833168,0.548303907954771,-0.184914387721289,0.948300579746572,3,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site367","1","Slope",2018
"353","Site367 Slope 2 2018",14,15,58,1,6,0.357142857142857,0.655975732336547,0,-0.85480875369189,0.196711133920062,10851.8777390364,22368.5530989632,164,25,71,18,1.54177768088985,0.729030339083879,0.390615704937537,0.523743663391375,2.45568629076559,3,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site367","2","Slope",2018
"354","Site367 Slope 3 2018",19,23,26,0,27,0.520775623268698,0.878525099127156,0,-2.1128102772402,0.214458684919713,30582.7381784958,44776.6127498068,199,32,100,29,1.69363896285452,0.745132698669225,0.338223782227722,-0.987715324141236,1.87742081854865,3.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site367","3","Slope",2018
"355","Site367 Crest 1 2018",22,9,41,1,27,0.611570247933884,1.29955303357449,0.181818181818182,-0.0478145596407042,-1.05054919312757,48165.2486977527,129516.240721318,293,24,244,9,0.82371362608395,0.349823527356172,0.123752169506925,0.161290346903034,2.02816464784641,3,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site367","1","Crest",2018
"356","Site367 Crest 2 2018",19,10,27,3,41,0.365650969529086,0.806504609875222,0.0526315789473684,-1.13973895648437,-0.906603355575075,31115.2393530344,79283.1099069662,237,24,182,10,0.970646757780096,0.425928893161708,0.166426320568285,0.687145372783939,1.88708041486592,3,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site367","2","Crest",2018
"357","Site367 Crest 3 2018",24,8,26,2,40,0.604166666666667,1.08382259883163,0,-1.57282314128712,-0.516208675017104,64545.9784510397,134415.03561795,296,31,248,20,1.0277232647255,0.425264791818846,0.150840029218407,-1.32149503515917,2.18989741484785,3.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site367","3","Crest",2018
"358","Site368 Slope 1 2018",33,21,31,1,3,0.672176308539945,1.28941337963879,0.0909090909090909,-1.3099939044622,-1.58418385183002,50737.2191160512,169971.366824091,258,41,51,35,1.44296295863271,0.599002463794243,0.562195781503515,-1.52428849107391,-0.869354576102662,2,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site368","1","Slope",2018
"359","Site368 Slope 2 2018",42,3,31,0,4,0.422902494331066,0.812727639600832,0.0476190476190476,-1.80438661597945,-1.17502143420354,34788.8223729217,111098.370055056,548,49,109,109,1.26623494682281,0.593212211625553,0.56477436197986,-3.59993085780646,0.146559650860108,3,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site368","2","Slope",2018
"360","Site368 Slope 3 2018",22,36,30,0,3,0.677685950413223,1.20724328055906,0,-1.91944372523241,-1.9289679707646,23740.2040753921,53472.1109958396,238,37,56,43,1.4472817069798,0.629192853612033,0.575771485064614,-1.49884396266189,-0.833759745822295,3.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site368","3","Slope",2018
"361","Site368 Crest 1 2018",33,14,5,4,44,0.306703397612488,0.556059532851711,0,-2.12401764401513,-0.240936151339402,4897.7561491775,39208.1584686484,336,30,150,39,1.37644536941988,0.672016723356009,0.590720663265306,-0.570402819587492,2.01865059261309,2,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site368","1","Crest",2018
"362","Site368 Crest 2 2018",43,5,5,0,47,0.392644672796106,0.826211096791141,0.0465116279069767,-1.26568535743344,-0.60308077938875,15478.0528843428,41078.2168948681,276,37,160,44,1.66286569722139,0.698408947700063,0.49509031716026,-1.94298142554275,1.23365077949921,3,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site368","2","Crest",2018
"363","Site368 Crest 3 2018",38,5,5,3,49,0.505540166204986,1.08002933765698,0.0789473684210526,-0.633159547710543,-0.311509005844957,14429.287244351,74487.8329489539,383,37,279,38,1.16242341447574,0.492920396212395,0.377151660997076,-1.93618378152695,2.16211173426977,2.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site368","3","Crest",2018
"364","Site369 Slope 1 2018",17,21,22,7,33,0.740484429065744,1.45204407319368,0.176470588235294,-1.1485589591163,-0.593224076301885,16162.9390544038,22674.7909066686,115,26,79,12,1.49866698148593,0.616257088846881,0.428128544423441,0.804184714230663,0.552950414862175,3.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site369","1","Slope",2018
"365","Site369 Slope 2 2018",31,19,16,10,24,0.659729448491155,1.24542744088579,0.032258064516129,-1.81326193973043,-0.285807191283678,9827.62767173771,18991.7735252494,114,29,58,19,1.65161916418559,0.717451523545706,0.606802092951677,0.337352350843964,0.0314258169588334,3.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site369","2","Slope",2018
"366","Site369 Slope 3 2018",38,16,8,2,34,0.616343490304709,1.24573505536482,0.0789473684210526,-1.21250871618482,0.0111204835852444,12410.2963959133,33722.006078378,256,29,138,26,1.43638634061864,0.652252197265625,0.5836181640625,-0.793644456932109,0.595562184209642,3.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site369","3","Slope",2018
"367","Site369 Crest 1 2018",24,8,18,8,42,0.652777777777778,1.0775563270668,0.25,0.408710131923296,1.59688490756783,8667.5986541842,37469.1852059755,298,23,121,59,1.51713556816743,0.738773028241971,0.536755101121571,-0.965495158148708,2.78867253499138,3,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site369","1","Crest",2018
"368","Site369 Crest 2 2018",10,23,0,2,59,0.68,1.35923670066501,0.2,-0.817868392129881,-0.268120206131391,57049.792165737,82413.6390581302,199,21,111,39,1.23566427124803,0.632458776293528,0.331102749930557,0.038800687481878,2.75673805675064,1,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site369","2","Crest",2018
"369","Site369 Crest 3 2018",21,27,0,2,50,0.707482993197279,1.4859552254482,0.19047619047619,-0.48469180697854,-0.59661317351465,27664.0526735762,56971.5812204815,286,20,177,52,1.20204086830746,0.613037312338012,0.30886595921561,-0.698300407486668,3.95717321421506,1,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site369","3","Crest",2018
"370","Site370 Slope 1 2018",43,13,24,7,6,0.561384532179557,1.11702985256651,0.0930232558139535,-0.00739328469803468,1.49406766992202,19491.5265925639,22478.1127895237,555,30,50,50,1.02332136562566,0.437594351107865,0.425705705705706,-1.16429844149533,0.00628374499985304,2,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site370","1","Slope",2018
"371","Site370 Slope 2 2018",51,21,16,0,10,0.502883506343714,0.89056796869987,0.0392156862745098,-0.411816405408189,2.01300208537061,5531.97620356238,8892.02982342955,650,33,69,46,0.950982508258532,0.416227218934911,0.40552899408284,-1.3739769916474,0.00255089294603953,1.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site370","2","Slope",2018
"372","Site370 Slope 3 2018",38,19,25,6,11,0.465373961218836,0.93811346528515,0.131578947368421,0.306651991761029,1.96505216908001,5876.19306841231,10524.9480599081,663,35,71,59,1.18230649012512,0.505190311418685,0.491140185044896,-2.78635882923404,-0.513181449229233,1.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site370","3","Slope",2018
"373","Site370 Crest 1 2018",51,5,7,0,28,0.582083813917724,1.06616907662657,0.333333333333333,0.772934350292833,1.72452424776908,2239.01703683855,4763.74468269466,398,16,75,34,1.44828709017317,0.708403828186157,0.624618065200374,-0.214380717989973,1.96716639414521,1.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site370","1","Crest",2018
"374","Site370 Crest 2 2018",33,20,9,0,34,0.56198347107438,0.916464885539471,0.363636363636364,1.16411043481677,2.05884963971085,3579.61711601831,7618.71119836735,603,21,103,52,1.41282799891116,0.679559636862674,0.60735570351669,-1.81254303511197,2.8575355011952,1,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site370","2","Crest",2018
"375","Site370 Crest 3 2018",40,3,8,0,34,0.55375,1.03312650807443,0.15,0.461324166939058,1.71824954672058,71293.461268543,89178.1965617948,961,29,119,59,1.12104556204055,0.504629564460364,0.476080132449614,-3.02969683761449,2.3241504439089,1.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site370","3","Crest",2018
"376","Site371 Slope 1 2018",47,23,5,1,21,0.50520597555455,1.03155432534049,0.0425531914893617,-1.54035060380762,-0.118250040264819,18908.7421335388,31602.4833396937,243,32,89,32,1.563468414279,0.690511270300936,0.608985757591153,-1.34769904999435,0.0993669226076602,3,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site371","1","Slope",2018
"377","Site371 Slope 2 2018",26,51,4,1,14,0.56508875739645,1.00261270297949,0.0384615384615385,-1.9763750100836,-1.30410649713678,28232.5462993502,111015.516388677,287,35,90,84,1.63087675993312,0.745741723221115,0.673262999429397,-2.30451197700391,0.893020294264427,3,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site371","2","Slope",2018
"378","Site371 Slope 3 2018",45,30,4,4,17,0.731851851851852,1.42461778386525,0.0444444444444444,-1.29494476112456,0.30099528491733,48523.7607633692,137568.691393589,302,40,107,68,1.6777111164553,0.746283057760625,0.679421955177405,-2.53457627601901,-0.621409195765534,3,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site371","3","Slope",2018
"379","Site371 Crest 1 2018",63,12,2,2,21,0.684303350970018,1.39645342782163,0.428571428571429,1.52179837445647,0.583522806817889,30150.8223100689,55375.8691152984,329,32,151,33,1.45533584123311,0.699032714036271,0.566291885699504,-1.34069927947779,2.81764278447094,3.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site371","1","Crest",2018
"380","Site371 Crest 2 2018",62,4,3,1,30,0.720083246618106,1.44863676215728,0.32258064516129,1.1616853983883,0.506401144669248,29071.0045413912,98992.4125057097,332,36,125,70,1.65261522527594,0.765622731891421,0.64974960081289,-2.10196879906202,1.89868442770607,3.5,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site371","2","Crest",2018
"381","Site371 Crest 3 2018",74,7,3,4,12,0.738130021913806,1.36338919148248,0.243243243243243,0.392428038092102,0.635982501798837,30924.919669799,91455.2284968374,450,35,131,77,1.59270478323147,0.719259259259259,0.652414814814815,-3.02870665362874,1.2445137494286,3,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site371","3","Crest",2018
"382","Site372 Slope 1 2018",9,48,20,4,8,0.567901234567901,0.936888307539016,0.111111111111111,-0.253798533096873,1.2866485395402,3787.02931195523,19455.0822433612,98,14,80,15,0.832200292789268,0.370262390670554,0.25926697209496,2.07241708700599,0.902477330352227,2,"","","Coral Sea","Coral Sea","Sector11","Reef120","Site372","1","Slope",2018
"383","Site372 Slope 2 2018",8,11,24,3,25,0.40625,0.735621939758795,0,-0.758631611891378,2.23518337166698,7408.20568708786,14559.2596532655,94,17,61,18,1.15628378862519,0.543684925305568,0.524898143956541,2.12389570805316,-0.802310478178066,2.5,"","","Coral Sea","Coral Sea","Sector11","Reef120","Site372","2","Slope",2018
"384","Site372 Slope 3 2018",10,20,4,3,32,0.74,1.47080847632211,0.2,-0.211514694451107,0.859579791126207,8969.69123030022,25603.1372996975,115,23,84,24,1.12881201006777,0.483931947069943,0.420718336483932,1.01823536877803,-0.171605110934934,2.5,"","","Coral Sea","Coral Sea","Sector11","Reef120","Site372","3","Slope",2018
"385","Site372 Crest 1 2018",13,19,24,0,35,0.627218934911243,1.11896886688163,0.384615384615385,0.659969686697326,1.73627044942942,4208.62206832188,12310.667139378,134,21,74,15,1.45817482381371,0.665404321675206,0.453218979728225,1.36598221026598,1.36030400607811,2,"","","Coral Sea","Coral Sea","Sector11","Reef120","Site372","1","Crest",2018
"386","Site372 Crest 2 2018",5,35,22,0,32,0.72,1.33217904021012,0.2,0.189171080482038,-0.0755232489935869,7699.00057419002,15140.8804881405,113,17,70,17,1.45588131908119,0.635288589552823,0.452815412326729,1.17277224070762,1.05663061373949,2,"","","Coral Sea","Coral Sea","Sector11","Reef120","Site372","2","Crest",2018
"387","Site372 Crest 3 2018",7,30,19,0,28,0.653061224489796,1.07899220787758,0,-1.81580916157934,0.929005584397146,7670.51671961419,16526.7336014676,91,13,62,15,1.18295991775949,0.545344765124985,0.32822122932013,2.02158622166065,0.668947397612712,2,"","","Coral Sea","Coral Sea","Sector11","Reef120","Site372","3","Crest",2018
"388","Site373 Slope 1 2018",7,5,46,16,20,0.571428571428571,0.955699891112534,0.571428571428571,0.821408406769712,0.863002786506688,13448.2822492798,20203.7113297352,154,29,80,20,1.75948084494498,0.771040647664024,0.621437004553888,-0.424776162784879,-0.573742801001045,2,"","","Coral Sea","Coral Sea","Sector11","Reef120","Site373","1","Slope",2018
"389","Site373 Slope 2 2018",9,11,10,17,41,0.567901234567901,0.936888307539016,0.555555555555556,1.31877159802569,1.54481498382377,7621.52741050232,16701.25328445,202,31,86,21,1.7014077216689,0.764777962944809,0.654690716596412,-0.585944628059051,-1.24679206136227,2.5,"","","Coral Sea","Coral Sea","Sector11","Reef120","Site373","2","Slope",2018
"390","Site373 Slope 3 2018",8,19,39,19,10,0.71875,1.32088834314932,0.25,-0.773860878563815,0.406545952399975,40655.238309601,48112.689607973,169,29,63,25,1.7167158570752,0.747312769160744,0.650327369489864,-0.651507877066702,-0.815971171044941,2,"","","Coral Sea","Coral Sea","Sector11","Reef120","Site373","3","Slope",2018
"391","Site373 Crest 1 2018",22,3,27,4,41,0.586776859504132,1.14659583652694,0.590909090909091,0.863783903560423,0.739500234084594,8905.21375251032,14284.4099168728,179,16,53,22,1.43738359098938,0.706844355669299,0.599856433944009,0.812025648809042,1.71660647856286,1.5,"","","Coral Sea","Coral Sea","Sector11","Reef120","Site373","1","Crest",2018
"392","Site373 Crest 2 2018",18,4,35,1,23,0.512345679012346,0.973648923197263,0.666666666666667,0.727830366741168,0.638005518571053,1996.04978917131,7096.08498494725,371,19,48,22,0.971269412766999,0.447294047558504,0.423740019325637,0.435962162129502,1.39197489075039,2,"","","Coral Sea","Coral Sea","Sector11","Reef120","Site373","2","Crest",2018
"393","Site373 Crest 3 2018",22,4,33,2,22,0.433884297520661,0.822560771525768,0.727272727272727,1.99876198402682,0.837876718320191,11957.0488646524,26292.3571424516,342,24,79,14,1.07396751534757,0.495605485448514,0.458619746246708,-0.270393029232293,0.994160691534064,2,"","","Coral Sea","Coral Sea","Sector11","Reef120","Site373","3","Crest",2018
"394","Site374 Slope 1 2019",0,24,14,1,0,0,0,NA,NA,NA,11436.2723965342,13141.6267644188,82,28,35,20,1.7962547743329,0.797441998810232,0.69274241522903,1.23261456845379,-0.0736615844535593,2,"","","Coral Sea","GBR","Sector14","Reef121","Site374","1","Slope",2019
